City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description
332,Miguel Alves,BR,-4.17,-42.9,91.06,44,95,0.49,overcast clouds
333,Westport,US,41.14,-73.36,62.6,93,90,24.16,mist
334,Tilichiki,RU,60.47,166.1,-5.1,95,40,9.46,scattered clouds
335,Niono,ML,14.25,-5.99,82.17,22,97,7.72,overcast clouds
336,Mishelevka,RU,52.86,103.17,15.4,92,95,3.49,overcast clouds
337,Mezen,RU,65.85,44.24,33.37,92,100,11.56,overcast clouds
338,Harrisonville,US,38.65,-94.35,41.0,30,1,10.29,clear sky
339,Haines Junction,CA,60.75,-137.51,-4.0,83,98,2.24,overcast clouds
340,Moss Point,US,30.41,-88.53,57.2,41,1,10.29,clear sky
341,Flinders,AU,-34.58,150.86,69.01,78,44,4.0,scattered clouds
342,Mikun,RU,62.35,50.08,24.44,97,100,11.03,overcast clouds
343,Knysna,ZA,-34.04,23.05,60.8,82,79,13.87,light rain
344,Port Macquarie,AU,-31.43,152.92,70.0,80,95,1.01,overcast clouds
345,Chino Valley,US,34.76,-112.45,55.0,23,1,4.7,clear sky
346,Pasni,PK,25.26,63.47,73.94,50,0,5.53,clear sky
347,Kaitangata,NZ,-46.28,169.85,55.99,55,10,4.0,clear sky
348,Bolshaya Rechka,RU,51.95,104.74,14.0,100,93,2.24,mist
349,Vidim,RU,56.41,103.11,9.84,94,100,7.07,overcast clouds
350,Bambous Virieux,MU,-20.34,57.76,77.0,83,40,12.75,shower rain
351,Luderitz,NA,-26.65,15.16,62.6,67,0,14.99,clear sky
352,Berlevag,NO,70.86,29.09,30.2,86,20,48.32,few clouds
353,Cap Malheureux,MU,-19.98,57.61,77.0,82,0,7.0,clear sky
354,Mogadishu,SO,2.04,45.34,79.7,80,6,16.44,clear sky
355,Sidhi,IN,24.42,81.88,59.31,45,0,1.43,clear sky
356,Gamba,GA,-2.65,10.0,77.5,91,100,5.23,light rain
357,Uyuni,BO,-20.46,-66.83,68.54,25,60,15.59,broken clouds
358,Pemangkat,ID,1.17,108.97,76.8,85,100,3.98,overcast clouds
359,Andenes,NO,69.31,16.12,39.99,93,75,13.87,moderate rain
360,Jacareacanga,BR,-6.22,-57.75,82.4,78,75,2.24,broken clouds
361,Pechenga,RU,69.53,31.17,30.2,86,90,26.4,overcast clouds
362,Santa Barbara,US,34.73,-120.03,62.6,25,1,5.82,clear sky
363,Perth,AU,-31.93,115.83,48.0,87,0,8.05,clear sky
364,Uthal,PK,25.81,66.62,66.96,28,0,1.48,clear sky
365,Pevek,RU,69.7,170.31,-4.29,93,90,6.31,overcast clouds
366,Longyearbyen,SJ,78.22,15.64,15.8,56,75,8.05,broken clouds
367,Soria,ES,41.67,-2.67,39.99,88,25,2.95,scattered clouds
368,Hambantota,LK,6.12,81.12,78.17,83,100,2.57,overcast clouds
369,Fortuna,US,40.6,-124.16,53.01,67,100,1.99,overcast clouds
370,Neuquen,AR,-38.95,-68.06,91.4,14,0,11.41,clear sky
371,Inuvik,CA,68.35,-133.72,-2.2,84,65,2.24,broken clouds
372,Bull Savanna,JM,17.89,-77.59,79.36,76,80,9.86,broken clouds
373,Sawakin,SD,19.11,37.33,77.52,62,26,7.23,scattered clouds
374,Russell,US,32.35,-85.2,50.0,61,90,11.41,overcast clouds
375,Port Lincoln,AU,-34.73,135.87,61.16,71,100,23.33,overcast clouds
376,Bonnyville,CA,54.27,-110.73,24.8,79,75,3.36,broken clouds
377,Sa Kaeo,TH,13.75,102.33,71.17,71,95,6.71,overcast clouds
378,Lac Du Bonnet,CA,50.25,-96.06,30.99,58,0,16.11,clear sky
379,Victor Harbor,AU,-35.57,138.62,63.0,88,100,1.01,overcast clouds
380,Vardo,NO,70.37,31.11,33.8,80,75,55.25,broken clouds
381,Millinocket,US,45.66,-68.71,44.6,87,90,6.49,light rain
382,Foumban,CM,5.73,10.9,69.15,44,45,2.84,scattered clouds
383,Necochea,AR,-38.55,-58.74,64.54,37,0,11.9,clear sky
384,Ransang,PH,8.96,117.58,78.24,79,78,2.48,broken clouds
385,Henties Bay,NA,-22.12,14.28,59.0,87,0,8.21,clear sky
386,Haimen,CN,23.19,116.61,59.0,77,0,4.47,clear sky
387,Ormara,PK,25.21,64.64,75.22,45,0,6.46,clear sky
388,Dombarovskiy,RU,50.76,59.54,5.05,93,0,7.58,clear sky
389,Shahr-E Babak,IR,30.12,55.12,51.01,55,0,3.67,clear sky
390,Salalah,OM,17.02,54.09,78.8,78,75,4.7,broken clouds
391,Road Town,VG,18.42,-64.62,82.4,61,20,9.17,few clouds
392,Huilong,CN,31.81,121.66,51.01,77,13,12.66,few clouds
393,Shilovo,RU,54.32,40.87,28.99,69,100,5.01,overcast clouds
394,Ahipara,NZ,-35.17,173.17,62.53,78,98,19.91,overcast clouds
395,Hami,CN,42.8,93.45,22.96,89,100,1.7,overcast clouds
396,Skoghall,SE,59.32,13.47,37.4,100,100,6.93,drizzle
397,Nhulunbuy,AU,-12.23,136.77,78.8,83,100,2.55,overcast clouds
398,Broken Hill,AU,-31.95,141.43,84.2,21,0,14.99,clear sky
399,Yar-Sale,RU,66.83,70.83,16.48,94,100,13.94,overcast clouds
400,Merauke,ID,-8.47,140.33,80.08,84,100,5.82,light rain
401,Ulundi,ZA,-28.34,31.42,66.36,86,21,1.3,light rain
402,Jatai,BR,-17.88,-51.71,89.46,36,60,2.84,broken clouds
403,Akyab,MM,20.15,92.9,73.08,73,2,5.68,clear sky
404,Usinsk,RU,65.99,57.53,24.67,97,100,19.71,overcast clouds
405,Nago,JP,26.59,127.98,68.0,68,75,19.46,light rain
406,Tessalit,ML,20.2,1.01,73.78,19,100,12.1,overcast clouds
407,Saint-Augustin,CA,51.23,-58.65,26.04,91,22,5.59,few clouds
408,San Jeronimo,PE,-11.95,-75.28,62.76,47,100,5.7,light rain
409,Nishihara,JP,26.18,127.76,68.0,68,75,21.92,broken clouds
410,Cayenne,GF,4.93,-52.33,82.4,78,100,8.05,moderate rain
411,Eyl,SO,7.98,49.82,77.04,74,1,11.32,clear sky
412,Belyy Yar,RU,53.6,91.39,-0.4,84,20,2.24,few clouds
413,Bouna,CI,9.27,-3.0,84.79,34,92,2.91,overcast clouds
414,Lavrentiya,RU,65.58,-171.0,10.71,91,0,12.26,clear sky
415,Ilheus,BR,-14.79,-39.05,82.4,69,20,4.7,few clouds
416,Miracema,BR,-21.41,-42.2,85.55,66,37,2.26,scattered clouds
417,Kalmunai,LK,7.42,81.82,77.61,86,100,11.32,heavy intensity rain
418,Suileng,CN,47.25,127.08,5.88,91,0,6.76,clear sky
419,Ekibastuz,KZ,51.67,75.37,-7.29,91,0,1.21,clear sky
420,Bandarbeyla,SO,9.49,50.81,76.17,75,0,13.33,clear sky
421,Colorines,MX,19.2,-100.17,71.01,42,75,6.93,broken clouds
422,Matiguas,NI,12.84,-85.46,75.2,69,40,4.7,scattered clouds
423,Escanaba,US,45.75,-87.06,28.99,68,90,14.99,overcast clouds
424,Tres Arroyos,AR,-38.37,-60.28,77.41,18,0,3.83,clear sky
425,Eenhana,NA,-17.47,16.33,82.4,54,95,4.7,overcast clouds
426,Korcula,HR,42.96,17.14,33.8,59,0,3.36,clear sky
427,Port Hedland,AU,-20.32,118.57,78.8,74,0,5.82,clear sky
428,Murygino,RU,58.74,49.46,17.82,96,86,8.79,overcast clouds
429,Lalganj,IN,25.87,85.18,55.4,71,0,2.33,haze
430,New Glasgow,CA,45.58,-62.65,44.6,78,100,12.75,overcast clouds
431,Kananga,CD,-5.9,22.42,70.88,84,60,0.94,broken clouds
432,Kamaishi,JP,39.27,141.88,37.06,78,6,7.11,clear sky
433,Marbella,ES,36.52,-4.89,57.0,93,40,2.24,scattered clouds
434,Solano,US,38.23,-121.95,68.0,30,1,2.01,clear sky
435,Aldan,RU,58.6,125.39,-4.02,91,100,6.17,overcast clouds
436,Wanning,CN,18.8,110.4,69.46,86,100,14.67,overcast clouds
437,Mindelo,CV,16.89,-24.98,75.2,57,75,13.87,broken clouds
438,Omsukchan,RU,62.53,155.8,-4.07,69,82,1.48,broken clouds
439,Broome,US,42.25,-75.83,55.0,93,75,11.41,broken clouds
440,Kearney,US,40.7,-99.08,46.4,22,1,14.99,clear sky
441,Waverly,US,42.74,-84.62,32.0,82,90,13.87,overcast clouds
442,Ippy,CF,6.27,21.22,76.26,34,0,2.39,clear sky
443,Puerto Leguizamo,CO,-0.19,-74.78,83.41,72,100,1.43,light rain
444,Santa Luzia,BR,-19.77,-43.85,84.2,42,40,4.7,scattered clouds
445,Osmena,PH,10.52,119.93,82.83,70,86,19.62,overcast clouds
446,Okha,RU,53.57,142.95,15.08,96,98,13.27,overcast clouds
447,Svetlogorsk,BY,52.63,29.73,31.68,94,100,4.81,overcast clouds
448,Porto Novo,BJ,6.5,2.6,84.2,79,20,10.29,few clouds
449,Yamada,JP,39.47,141.95,35.55,83,0,3.8,clear sky
450,Kizema,RU,61.11,44.83,28.74,96,100,9.89,overcast clouds
451,Abu Samrah,SY,35.3,37.18,57.0,59,83,10.16,broken clouds
452,Chicama,PE,-7.84,-79.15,66.2,82,40,9.17,mist
453,Alta Floresta,BR,-9.88,-56.09,81.52,76,100,1.23,overcast clouds
454,Waipawa,NZ,-41.41,175.52,53.6,71,100,35.57,overcast clouds
455,Holme,DK,56.11,10.17,37.4,93,100,5.82,overcast clouds
456,Suntar,RU,62.14,117.63,-2.83,91,79,6.62,broken clouds
457,Uzventis,LT,55.78,22.65,33.01,96,90,9.17,light snow
458,Bagdarin,RU,54.43,113.6,-3.21,84,50,3.13,scattered clouds
459,Moyale,KE,3.52,39.06,71.22,54,0,6.76,clear sky
460,Cheremukhovo,RU,60.35,59.99,13.71,93,0,2.89,clear sky
461,Vaitape,PF,-16.52,-151.75,81.61,75,18,11.48,few clouds
462,Neftegorsk,RU,52.8,51.17,13.23,94,0,7.63,clear sky
463,Virginia Beach,US,36.85,-75.98,77.0,65,75,14.99,broken clouds
464,Nouakchott,MR,18.09,-15.98,71.6,64,82,11.41,broken clouds
465,Aquiraz,BR,-3.9,-38.39,84.2,70,20,12.75,few clouds
466,Gornyy,RU,55.12,83.91,2.88,94,81,5.55,broken clouds
467,Constantine,DZ,36.37,6.61,48.2,93,20,2.24,few clouds
468,Gweta,BW,-20.18,25.23,80.64,56,100,2.8,overcast clouds
469,Laguna,US,38.42,-121.42,62.01,44,1,3.36,clear sky
470,Morondava,MG,-20.28,44.28,78.8,77,91,5.73,overcast clouds
471,Atyrau,KZ,47.12,51.88,15.8,78,0,22.37,clear sky
472,Grindavik,IS,63.84,-22.43,35.6,100,90,26.4,heavy snow
473,Diego De Almagro,CL,-26.37,-70.05,79.83,24,0,12.77,clear sky
474,Caravelas,BR,-17.71,-39.25,79.27,66,0,6.71,clear sky
475,Hasaki,JP,35.73,140.83,41.0,93,20,6.93,few clouds
476,Kangaatsiaq,GL,68.31,-53.46,23.63,95,100,20.94,light snow
477,Vestmanna,FO,62.16,-7.17,33.8,80,88,2.26,overcast clouds
478,Plainview,US,40.78,-73.47,62.01,97,100,8.01,overcast clouds
479,Port Moresby,PG,-9.44,147.18,77.0,88,75,9.17,broken clouds
480,Zhangdian,CN,34.2,119.3,37.74,76,51,5.46,broken clouds
481,Excelsior Springs,US,39.34,-94.23,39.2,32,1,11.41,clear sky
482,Mwense,ZM,-10.38,28.7,68.38,84,92,3.91,overcast clouds
483,Aketi,CD,2.74,23.78,74.5,68,60,0.83,broken clouds
484,Leczna,PL,51.3,22.88,26.6,100,74,5.82,mist
485,Bilibino,RU,68.05,166.44,-16.69,86,95,1.52,overcast clouds
486,Caramay,PH,10.18,119.24,78.55,80,100,5.68,overcast clouds
487,Khandyga,RU,62.67,135.6,-28.61,85,99,1.25,overcast clouds
488,Pitimbu,BR,-7.47,-34.81,84.2,62,20,13.87,few clouds
489,Businga,CD,3.33,20.88,74.98,64,100,1.57,overcast clouds
490,Aykhal,RU,66.0,111.5,-2.2,84,0,2.24,clear sky
491,Jieshi,CN,22.81,115.83,61.0,74,3,1.99,clear sky
492,Komsomolskiy,UZ,40.43,71.72,32.0,82,100,2.28,mist
493,Togitsu,JP,32.83,129.85,46.17,64,0,8.52,clear sky
494,Richards Bay,ZA,-28.78,32.04,72.64,71,87,10.65,overcast clouds
495,Swan Hill,AU,-35.34,143.55,76.21,24,24,10.33,light rain
496,Beisfjord,NO,68.38,17.6,41.0,65,75,13.87,light snow
497,Bristol,US,41.83,-71.17,59.0,91,100,32.01,moderate rain
498,Palimbang,PH,6.21,124.19,78.13,79,89,4.7,overcast clouds
499,Kapit,MY,2.02,112.93,73.53,93,98,0.56,overcast clouds
500,Provideniya,RU,64.38,-173.3,17.6,67,40,17.9,heavy snow
501,Ca Mau,VN,9.18,105.15,74.39,95,100,7.4,overcast clouds
502,Isla Del Bosque,MX,22.73,-105.85,84.2,51,20,4.7,few clouds
503,San Juan,AR,-31.54,-68.54,87.87,22,0,6.49,clear sky
504,Ozinki,RU,51.18,49.68,13.44,94,0,10.92,clear sky
505,Haldibari,IN,26.33,88.77,64.53,65,0,3.98,clear sky
506,Emerald,AU,-23.53,148.17,71.6,83,0,8.05,clear sky
507,Sena Madureira,BR,-9.07,-68.66,95.2,40,56,3.11,broken clouds
508,Paratebueno,CO,4.38,-73.22,83.59,71,50,4.56,scattered clouds
509,San Nicolas,PH,18.17,120.6,73.17,73,1,15.88,clear sky
510,Mapiripan,CO,2.89,-72.13,85.5,66,67,6.46,broken clouds
511,Quatre Cocos,MU,-20.21,57.76,77.0,83,40,12.75,shower rain
512,Zatoka,UA,46.07,30.47,33.8,100,90,17.9,light rain
513,Xining,CN,36.62,101.77,22.24,88,72,1.92,broken clouds
514,Horasan,TR,40.05,42.17,30.04,87,93,0.78,overcast clouds
515,Hay River,CA,60.82,-115.8,26.6,79,100,5.82,overcast clouds
516,Aquin,HT,18.28,-73.4,80.78,71,17,3.67,light rain
517,Acajutla,SV,13.59,-89.83,86.0,51,20,6.93,few clouds
518,Miles City,US,46.41,-105.84,46.4,28,1,9.17,clear sky
519,Sur,OM,22.57,59.53,71.33,67,4,2.19,clear sky
520,Erenhot,CN,43.65,111.98,3.61,91,100,3.94,overcast clouds
521,Port-Gentil,GA,-0.72,8.78,80.6,88,75,10.29,light rain
522,Nizhniy Kuranakh,RU,58.84,125.49,0.46,91,100,6.04,overcast clouds
523,Jiayuguan,CN,39.82,98.3,18.5,84,100,2.55,overcast clouds
524,Isiro,CD,2.77,27.62,67.77,81,74,1.97,broken clouds
525,Kibala,TD,9.11,18.35,77.0,53,0,3.22,clear sky
526,Makakilo City,US,21.35,-158.09,78.8,61,1,4.7,clear sky
527,Vostok,RU,46.49,135.88,1.96,95,100,7.45,light snow
528,Rey Bouba,CM,8.67,14.18,78.85,28,37,1.99,scattered clouds
529,Morehead,US,37.27,-87.18,37.4,74,90,13.87,overcast clouds
530,Shingu,JP,33.73,135.98,42.75,79,13,6.04,few clouds
531,Nurota,UZ,40.56,65.69,39.2,64,100,9.17,smoke
532,Manggar,ID,-2.88,108.27,80.26,75,57,2.01,broken clouds
533,West Bay,KY,19.37,-81.42,86.0,62,20,3.36,few clouds
534,Caohai,CN,26.87,104.28,42.22,95,100,2.84,overcast clouds
535,Bow Island,CA,49.87,-111.37,41.0,52,72,10.29,broken clouds
536,Fianarantsoa,MG,-21.43,47.08,67.95,83,96,1.74,light rain
537,Pangnirtung,CA,66.15,-65.71,6.8,84,90,4.03,light snow
538,Ust-Kalmanka,RU,52.12,83.31,11.8,96,71,4.07,broken clouds
539,Roald,NO,62.58,6.13,41.0,86,40,4.7,light rain
540,Sawtell,AU,-30.38,153.1,68.0,94,90,6.76,overcast clouds
541,Coihaique,CL,-45.58,-72.07,57.2,47,40,11.41,scattered clouds
542,Linkoping,SE,58.41,15.62,33.8,97,87,5.82,overcast clouds
543,San Jose,US,37.34,-121.89,64.0,44,1,3.36,clear sky
544,Shakawe,BW,-18.37,21.85,74.7,68,93,3.53,overcast clouds
545,Novikovo,RU,51.15,37.89,32.05,93,100,14.99,overcast clouds
546,Wenling,CN,28.37,121.36,57.0,75,90,15.41,overcast clouds
547,Tomakomai,JP,42.64,141.6,28.99,85,20,3.36,few clouds
548,Teeli,RU,51.03,90.23,-2.88,85,0,0.4,clear sky
549,Sao Bento Do Sul,BR,-26.25,-49.38,66.99,84,79,7.25,broken clouds
550,Sistranda,NO,63.73,8.83,41.0,93,40,17.22,light rain
551,Rafaela,AR,-31.25,-61.49,84.99,22,0,1.99,clear sky
552,Chamrajnagar,IN,11.92,76.95,65.86,93,68,4.05,broken clouds
553,Nemuro,JP,43.32,145.57,33.15,85,6,11.88,clear sky
554,Trairi,BR,-3.28,-39.27,81.81,72,7,14.16,clear sky
555,Calama,CL,-22.47,-68.93,77.0,8,0,27.51,clear sky
556,Waingapu,ID,-9.66,120.26,81.27,77,100,2.35,moderate rain
557,Araouane,ML,18.9,-3.53,79.02,17,100,9.75,overcast clouds
558,Monrovia,LR,6.3,-10.8,80.6,88,75,2.19,light rain
559,Poddorye,RU,57.47,31.12,30.31,94,69,11.32,broken clouds
560,Igarka,RU,67.47,86.58,14.54,96,100,10.2,light snow
561,Neklyudovo,RU,56.41,43.98,25.0,68,0,6.71,clear sky
562,Gat,IL,31.61,34.76,60.8,77,20,5.82,few clouds
563,Adamovka,RU,51.52,59.94,3.31,93,0,8.81,clear sky
564,Tshikapa,CD,-6.42,20.8,71.92,90,98,2.37,overcast clouds
565,Paita,PE,-5.09,-81.11,77.0,61,20,13.87,few clouds
566,Kathu,TH,7.92,98.33,84.0,83,75,3.36,moderate rain
567,Fort Nelson,CA,58.81,-122.7,21.2,85,75,3.36,broken clouds
568,Tra Vinh,VN,9.93,106.35,74.91,92,99,6.46,overcast clouds
569,Camana,PE,-16.62,-72.71,69.75,71,73,6.55,broken clouds
570,Tangier,MA,35.78,-5.81,62.6,72,75,12.75,broken clouds
571,Saint-Pierre,RE,-21.34,55.48,73.4,69,0,5.82,clear sky
572,Kirakira,SB,-10.45,161.92,81.68,77,100,5.86,overcast clouds
573,Flin Flon,CA,54.77,-101.86,17.6,85,75,4.7,broken clouds
574,Oranjemund,NA,-28.55,16.43,58.95,83,14,14.16,few clouds
575,Srednekolymsk,RU,67.45,153.68,-16.17,87,84,7.29,broken clouds
576,Bimbo,CF,4.26,18.42,77.65,47,17,2.24,few clouds
577,Hualmay,PE,-11.1,-77.61,70.09,70,86,7.94,overcast clouds
578,Roxas,PH,11.59,122.75,78.93,83,87,14.41,overcast clouds
579,Faya,SA,18.39,42.45,60.8,93,0,4.7,clear sky
580,Constitucion,CL,-35.33,-72.42,66.52,47,0,19.01,clear sky
581,Yerofey Pavlovich,RU,53.97,121.97,-2.29,87,0,2.57,clear sky
582,Teixeira,BR,-7.22,-37.25,88.45,26,90,8.12,overcast clouds
583,Garowe,SO,8.41,48.48,72.9,71,0,15.37,clear sky
584,General Roca,AR,-39.03,-67.58,91.4,14,0,11.41,clear sky
585,Winchester,GB,51.07,-1.32,51.01,93,100,11.41,overcast clouds
586,Luanda,AO,-8.84,13.23,80.6,83,75,6.93,broken clouds
587,Ahero,KE,-0.17,34.92,65.5,85,4,3.04,clear sky
588,Blind River,CA,46.18,-82.96,30.2,68,90,21.92,overcast clouds
589,Gopalpur,IN,19.27,84.92,69.8,72,26,5.5,scattered clouds
590,Coquimbo,CL,-29.95,-71.34,60.8,77,40,12.75,scattered clouds
591,Belaya Gora,RU,68.53,146.42,-10.41,83,33,10.04,scattered clouds
592,Wattegama,LK,6.8,81.48,74.21,88,100,5.39,overcast clouds
593,Salina,US,38.84,-97.61,45.0,26,1,9.17,clear sky
594,Tungor,RU,53.38,142.96,11.61,96,96,13.09,overcast clouds
595,Sept-Iles,CA,50.2,-66.38,28.4,86,100,8.05,overcast clouds
596,Lagoa,PT,39.05,-27.98,61.45,70,99,23.17,overcast clouds
597,Mantua,IT,45.17,10.78,37.99,90,0,2.01,clear sky
598,Grants,US,35.15,-107.85,46.4,26,1,10.29,clear sky
599,Mackay,AU,-21.15,149.2,68.0,88,40,5.82,scattered clouds
600,Pahrump,US,36.21,-115.98,66.99,18,5,1.99,clear sky
601,Tezu,IN,27.92,96.17,62.37,35,0,4.07,clear sky
602,Sarkand,KZ,45.41,79.92,11.98,72,3,3.6,clear sky
603,Les Ponts-De-Ce,FR,47.42,-0.52,37.99,100,100,5.66,overcast clouds
604,Puerto Del Rosario,ES,28.5,-13.86,68.0,72,20,11.41,few clouds
605,Christchurch,NZ,-43.53,172.63,50.0,87,49,10.29,scattered clouds
606,Revelstoke,CA,50.98,-118.2,33.8,80,90,4.7,light snow
607,Yulara,AU,-25.24,130.99,77.0,69,100,8.05,overcast clouds
608,Banda Aceh,ID,5.56,95.32,79.48,80,100,5.17,light rain
609,Teya,RU,60.38,92.63,5.11,92,100,4.25,overcast clouds
610,Nexo,DK,55.06,15.13,39.2,76,100,14.99,overcast clouds
611,Aldine,US,29.93,-95.38,55.0,32,20,16.11,few clouds
612,Rawlins,US,41.79,-107.24,39.99,27,1,23.04,clear sky
613,Deputatskiy,RU,69.3,139.9,-9.29,88,31,6.71,scattered clouds
614,Olga,RU,43.74,135.29,15.33,84,0,10.4,clear sky
615,Araruama,BR,-22.87,-42.34,84.2,74,20,16.11,light rain
616,Carman,CA,49.5,-98.0,39.2,51,0,11.41,clear sky
617,Soligalich,RU,59.08,42.29,30.13,97,100,10.8,overcast clouds
618,Kapoeta,SS,4.77,33.59,80.13,61,0,2.77,clear sky
619,Cadereyta,MX,25.58,-99.98,59.0,44,90,5.82,overcast clouds
620,Mirabela,BR,-16.26,-44.16,76.51,69,17,3.2,few clouds
621,Kiev,UA,50.43,30.52,33.01,92,40,4.47,scattered clouds
622,Visby,SE,57.64,18.3,39.0,93,100,9.17,overcast clouds
623,Kon Tum,VN,14.35,108.0,68.97,90,100,3.49,moderate rain
624,Lugovoy,KZ,42.95,72.76,15.57,86,94,2.75,overcast clouds
625,Oranjestad,AW,12.52,-70.03,86.0,74,75,14.99,broken clouds
626,Karratha,AU,-20.74,116.85,87.15,18,0,15.23,clear sky
627,Hecelchakan,MX,20.17,-90.13,78.8,74,75,28.86,moderate rain
628,Coahuayana,MX,18.73,-103.68,82.4,58,40,11.41,scattered clouds
629,Agfalva,HU,47.69,16.52,33.01,97,20,9.17,few clouds
630,Okhotsk,RU,59.38,143.3,-2.33,88,20,14.56,few clouds
631,Kishi,NG,9.08,3.85,77.88,20,1,1.97,clear sky
632,Acapulco,MX,16.86,-99.89,87.8,62,20,6.93,few clouds
633,Cervo,ES,43.67,-7.41,55.0,90,72,13.38,broken clouds
634,Nyurba,RU,63.28,118.33,-6.45,90,85,8.86,overcast clouds
635,Clonakilty,IE,51.62,-8.87,51.01,93,75,12.75,light intensity drizzle
636,Aleksandrovsk-Sakhalinskiy,RU,50.9,142.16,15.03,93,100,9.78,light snow
637,Launceston,AU,-41.45,147.17,62.01,82,75,3.36,broken clouds
638,Laibin,CN,23.7,109.27,50.04,65,0,10.87,clear sky
639,Luena,AO,-11.78,19.92,64.99,91,100,3.2,overcast clouds
640,Fuerte Olimpo,PY,-21.04,-57.87,99.75,28,82,5.77,light rain
641,Esna,EG,25.29,32.55,59.0,47,0,3.36,clear sky
642,Kelvington,CA,52.17,-103.53,30.2,63,23,12.75,few clouds
643,Ostrovskoye,RU,57.81,42.24,28.94,98,100,10.8,light snow
644,Vogan,TG,6.33,1.53,82.4,83,20,9.17,few clouds
645,Ugoofaaru,MV,5.67,73.0,82.45,77,100,9.78,overcast clouds
646,Point Fortin,TT,10.18,-61.68,84.99,77,100,1.99,light rain
647,Gua Musang,MY,4.88,101.96,72.59,93,100,0.49,light rain
648,Konakovo,RU,56.7,36.77,34.97,96,100,9.82,light snow
649,Half Moon Bay,US,37.46,-122.43,62.01,76,1,18.34,haze
650,Dezful,IR,32.38,48.41,62.96,75,0,2.93,clear sky
651,Santa Pola,ES,38.19,-0.57,59.0,82,20,4.7,few clouds
652,Harper,LR,4.38,-7.72,78.55,84,25,5.12,scattered clouds
653,Anzio,IT,41.49,12.62,53.01,95,3,1.01,clear sky
654,Shenjiamen,CN,29.96,122.3,55.44,75,96,18.79,overcast clouds
655,Chapeco,BR,-27.1,-52.62,75.99,72,100,1.57,moderate rain
656,Skerries,IE,53.58,-6.11,46.99,93,40,8.05,scattered clouds
657,Rocha,UY,-34.48,-54.33,64.13,54,0,11.05,clear sky
658,Ibra,OM,22.69,58.53,61.18,71,0,1.32,clear sky
659,Columbia,US,34.0,-81.03,55.4,62,90,16.11,overcast clouds
660,Bela Palanka,RS,43.22,22.31,32.0,94,40,1.12,scattered clouds
661,Chiang Klang,TH,19.29,100.86,63.72,71,96,1.83,overcast clouds
662,Kieta,PG,-6.22,155.63,80.53,77,48,5.59,scattered clouds
663,Cravo Norte,CO,6.3,-70.2,86.47,67,74,5.1,heavy intensity rain
664,Hohhot,CN,40.81,111.65,8.6,71,0,4.47,clear sky
665,Maraa,BR,-1.83,-65.37,83.23,77,100,3.62,overcast clouds
