City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Broome,US,2020-11-29 05:24:46,42.25,-75.83,33.8,69,1,9.17
286,Cockburn Town,TC,2020-11-29 05:24:28,21.46,-71.14,77.7,69,0,12.59
287,Gasa,PS,2020-11-29 05:25:38,31.5,34.47,53.6,93,20,1.12
288,Sibu,MY,2020-11-29 05:23:33,2.3,111.82,87.8,70,40,5.82
289,Puerto Colombia,CO,2020-11-29 05:25:38,10.99,-74.95,78.8,94,40,3.36
290,Riyadh,SA,2020-11-29 05:24:06,24.69,46.72,64.4,72,40,3.36
291,Ponta Delgada,PT,2020-11-29 05:24:52,37.73,-25.67,55.4,66,40,21.92
292,Goryachegorsk,RU,2020-11-29 05:25:38,55.41,88.92,15.67,90,0,3.91
293,Matara,LK,2020-11-29 05:25:38,5.95,80.54,86.27,60,81,4.32
294,Gao,ML,2020-11-29 05:25:38,16.64,1.64,69.93,22,0,9.93
295,Konstantinovskiy,RU,2020-11-29 05:25:38,57.83,39.59,28.4,92,90,8.95
296,Tiksi,RU,2020-11-29 05:24:27,71.69,128.87,-4.88,90,83,10.67
297,Chuy,UY,2020-11-29 05:22:36,-33.7,-53.46,68.09,97,100,6.49
298,Cabo San Lucas,MX,2020-11-29 05:24:27,22.89,-109.91,68.0,63,20,5.82
299,Shingu,JP,2020-11-29 05:25:39,33.73,135.98,59.0,54,40,8.05
300,Hambantota,LK,2020-11-29 05:24:46,6.12,81.12,87.8,70,20,10.29
301,Chilca,PE,2020-11-29 05:25:39,-12.52,-76.74,64.4,88,40,12.75
302,Strathroy,CA,2020-11-29 05:24:01,42.96,-81.62,36.0,75,0,1.01
303,Bayanday,RU,2020-11-29 05:25:39,53.07,105.51,6.39,92,91,4.23
304,Svetlaya,RU,2020-11-29 05:25:39,46.54,138.33,22.01,80,0,1.88
305,Kokopo,PG,2020-11-29 05:24:55,-4.35,152.26,84.04,75,60,5.3
306,Comodoro Rivadavia,AR,2020-11-29 05:25:39,-45.87,-67.5,50.0,39,0,18.34
307,Huanuco,PE,2020-11-29 05:25:39,-9.93,-76.24,62.62,61,60,0.89
308,Valparaiso,CL,2020-11-29 05:25:39,-33.04,-71.63,48.2,93,0,1.12
309,Pochutla,MX,2020-11-29 05:25:39,15.74,-96.47,74.71,83,81,2.46
310,Ulkan,RU,2020-11-29 05:25:39,57.24,107.32,6.03,90,98,2.98
311,College,US,2020-11-29 05:25:40,64.86,-147.8,12.2,78,90,4.05
312,Shamary,RU,2020-11-29 05:25:40,57.34,58.22,6.53,94,7,1.68
313,Slave Lake,CA,2020-11-29 05:25:40,55.28,-114.77,17.6,78,1,5.1
314,Peniche,PT,2020-11-29 05:25:40,39.36,-9.38,50.0,88,52,10.0
315,Port Hedland,AU,2020-11-29 05:25:40,-20.32,118.57,95.0,44,0,17.22
316,Katsuura,JP,2020-11-29 05:24:40,35.13,140.3,57.0,58,75,5.82
317,Basco,PH,2020-11-29 05:25:40,20.45,121.97,76.42,79,47,27.83
318,Monastyrshchina,RU,2020-11-29 05:25:40,54.35,31.84,32.45,97,100,9.51
319,Wanaka,NZ,2020-11-29 05:25:40,-44.7,169.15,65.37,45,40,3.6
320,Salalah,OM,2020-11-29 05:25:00,17.02,54.09,78.8,54,0,2.24
321,Ishigaki,JP,2020-11-29 05:25:40,24.34,124.16,77.0,57,75,23.04
322,Petropavlovsk-Kamchatskiy,RU,2020-11-29 05:25:40,53.05,158.65,21.2,67,20,4.47
323,Poquoson,US,2020-11-29 05:22:06,37.12,-76.35,44.6,100,1,3.36
324,Berlevag,NO,2020-11-29 05:24:40,70.86,29.09,34.29,87,55,22.86
325,Katherine,AU,2020-11-29 05:25:41,-14.47,132.27,100.4,27,40,5.82
326,Usvyaty,RU,2020-11-29 05:25:41,55.75,30.75,32.16,98,98,10.22
327,Concord,US,2020-11-29 05:24:47,37.98,-122.03,51.01,61,1,4.7
328,Cap Malheureux,MU,2020-11-29 05:25:41,-19.98,57.61,80.01,72,5,11.99
329,Aklavik,CA,2020-11-29 05:25:41,68.22,-135.01,-2.2,84,79,3.36
330,Khandyga,RU,2020-11-29 05:25:41,62.67,135.6,-24.77,85,0,2.13
331,Cayenne,GF,2020-11-29 05:25:01,4.93,-52.33,75.2,100,48,3.36
332,North Bend,US,2020-11-29 05:22:51,43.41,-124.22,44.01,87,1,4.7
333,Aquiraz,BR,2020-11-29 05:25:41,-3.9,-38.39,80.6,74,75,17.22
334,Kutum,SD,2020-11-29 05:24:57,14.2,24.67,54.54,38,0,6.49
335,Talnakh,RU,2020-11-29 05:24:59,69.49,88.4,6.8,84,90,29.08
336,Te Anau,NZ,2020-11-29 05:24:31,-45.42,167.72,64.0,46,37,2.35
337,Nabire,ID,2020-11-29 05:24:58,-3.37,135.48,88.21,61,94,4.79
338,Vicuna,CL,2020-11-29 05:25:42,-30.03,-70.71,55.4,87,0,2.24
339,Padborg,DK,2020-11-29 05:25:42,54.83,9.36,35.6,93,32,11.41
340,Najran,SA,2020-11-29 05:25:42,17.49,44.13,68.0,52,0,2.24
341,Dubai,AE,2020-11-29 05:24:35,25.26,55.3,73.4,60,0,9.17
342,Urumqi,CN,2020-11-29 05:24:52,43.8,87.6,30.2,92,90,2.24
343,Saint-Pierre,RE,2020-11-29 05:25:42,-21.34,55.48,82.4,58,0,17.22
344,Vostochnyy,RU,2020-11-29 05:25:42,55.82,37.87,34.0,97,90,15.66
345,Charkhi Dadri,IN,2020-11-29 05:25:42,28.6,76.27,71.38,22,40,4.56
346,Necochea,AR,2020-11-29 05:24:21,-38.55,-58.74,57.0,93,19,5.91
347,Kurilsk,RU,2020-11-29 05:25:42,45.23,147.88,32.05,93,100,14.99
348,Half Moon Bay,US,2020-11-29 05:23:29,37.46,-122.43,50.0,75,20,7.14
349,Trairi,BR,2020-11-29 05:25:42,-3.28,-39.27,80.42,75,92,13.71
350,Saquena,PE,2020-11-29 05:25:43,-4.67,-73.52,72.72,98,99,1.77
351,Beloha,MG,2020-11-29 05:24:39,-25.17,45.05,84.2,55,28,8.84
352,Christchurch,NZ,2020-11-29 05:25:43,-43.53,172.63,62.6,55,3,11.41
353,Zhoukou,CN,2020-11-29 05:25:43,33.63,114.63,49.6,50,0,5.61
354,Straumen,NO,2020-11-29 05:25:43,63.87,11.3,46.99,92,0,5.82
355,Karratha,AU,2020-11-29 05:25:00,-20.74,116.85,90.81,41,0,15.99
356,Lukavica,BA,2020-11-29 05:25:43,44.76,18.17,34.0,100,90,2.24
357,Bendigo,AU,2020-11-29 05:25:43,-36.77,144.28,75.99,35,0,1.01
358,Chlorakas,CY,2020-11-29 05:25:43,34.8,32.41,53.6,76,20,8.05
359,Lampang,TH,2020-11-29 05:25:43,18.33,99.5,89.01,45,20,6.93
360,Mendi,PG,2020-11-29 05:25:43,-6.18,143.65,64.27,96,100,2.75
361,Caxito,AO,2020-11-29 05:25:43,-8.58,13.66,75.2,94,75,3.36
362,Rocha,UY,2020-11-29 05:25:44,-34.48,-54.33,68.97,97,100,3.42
363,Flagstaff,US,2020-11-29 05:21:58,35.2,-111.65,28.0,62,1,1.9
364,Irbeyskoye,RU,2020-11-29 05:25:44,55.64,95.45,8.17,91,2,0.45
365,Khatanga,RU,2020-11-29 05:24:37,71.97,102.5,11.1,95,100,20.0
366,Bundaberg,AU,2020-11-29 05:25:44,-24.85,152.35,84.2,45,0,16.11
367,Doha,QA,2020-11-29 05:23:22,25.29,51.53,78.8,69,75,10.29
368,Kholodnyy,RU,2020-11-29 05:25:44,62.72,147.95,-12.93,87,77,2.82
369,Galle,LK,2020-11-29 05:25:44,6.04,80.22,84.78,65,76,1.36
370,Srednekolymsk,RU,2020-11-29 05:25:44,67.45,153.68,-13.67,89,96,5.1
371,Fort Nelson,CA,2020-11-29 05:25:44,58.81,-122.7,10.4,92,90,5.82
372,Esperance,AU,2020-11-29 05:24:50,-33.87,121.9,80.6,32,100,9.17
373,Chicama,PE,2020-11-29 05:25:44,-7.84,-79.15,67.32,74,99,5.53
374,Ostrovnoy,RU,2020-11-29 05:24:54,68.05,39.51,29.8,95,100,35.59
375,Ustikolina,BA,2020-11-29 05:25:45,43.58,18.79,32.0,80,90,2.24
376,Ixtapa,MX,2020-11-29 05:20:19,20.7,-105.2,75.99,88,5,1.52
377,Alcazar De San Juan,ES,2020-11-29 05:25:45,39.39,-3.21,41.0,96,99,3.58
378,Christiansburg,US,2020-11-29 05:22:11,37.13,-80.41,34.0,91,1,2.48
379,Little Current,CA,2020-11-29 05:25:45,45.98,-81.92,41.0,80,23,4.7
380,Callaguip,PH,2020-11-29 05:25:45,18.07,120.49,89.6,52,75,10.29
381,Omboue,GA,2020-11-29 05:25:01,-1.57,9.26,75.4,91,87,4.79
382,Port Elizabeth,ZA,2020-11-29 05:19:52,-33.92,25.57,62.6,88,40,13.87
383,Taksimo,RU,2020-11-29 05:23:31,56.34,114.88,4.71,84,19,1.12
384,Quatre Cocos,MU,2020-11-29 05:25:45,-20.21,57.76,80.01,83,40,16.11
385,Eureka,US,2020-11-29 05:24:55,40.8,-124.16,37.4,100,1,3.76
386,Labuan,MY,2020-11-29 05:21:57,5.28,115.24,86.0,70,20,6.93
387,Vangaindrano,MG,2020-11-29 05:25:46,-23.35,47.6,77.4,85,40,8.88
388,Narsaq,GL,2020-11-29 05:24:56,60.92,-46.05,28.4,74,63,2.24
389,Manbij,SY,2020-11-29 05:25:46,36.53,37.95,37.4,93,0,6.44
390,Fortuna,US,2020-11-29 05:24:29,40.6,-124.16,45.0,100,1,3.51
391,Tempio Pausania,IT,2020-11-29 05:25:46,40.9,9.1,59.0,87,75,6.93
392,Loikaw,MM,2020-11-29 05:25:46,19.67,97.21,78.33,55,2,3.71
393,La Rioja,ES,2020-11-29 05:21:07,42.25,-2.5,43.0,100,51,2.24
394,Isangel,VU,2020-11-29 05:24:34,-19.55,169.27,76.82,67,65,13.89
395,Trat,TH,2020-11-29 05:25:46,12.5,102.5,87.01,58,40,17.22
396,Bekhtery,UA,2020-11-29 05:25:46,46.25,32.29,37.4,93,90,6.71
397,Montepuez,MZ,2020-11-29 05:25:47,-13.13,39.0,81.09,57,62,2.21
398,Vila Velha,BR,2020-11-29 05:25:26,-20.33,-40.29,73.4,94,90,2.24
399,Baruun-Urt,MN,2020-11-29 05:24:42,46.68,113.28,8.42,88,0,10.09
400,Bubaque,GW,2020-11-29 05:24:44,11.28,-15.83,80.37,55,17,12.01
401,Beaufort,MY,2020-11-29 05:25:47,5.35,115.75,87.8,66,20,4.7
402,Mpika,ZM,2020-11-29 05:25:47,-11.83,31.45,71.73,54,46,6.69
403,Hasaki,JP,2020-11-29 05:24:34,35.73,140.83,55.0,62,75,8.05
404,Kawalu,ID,2020-11-29 05:25:47,-7.38,108.21,74.77,84,100,3.2
405,Price,US,2020-11-29 05:19:30,39.6,-110.81,24.8,53,1,4.7
406,Kenai,US,2020-11-29 05:24:59,60.55,-151.26,30.99,80,90,4.7
407,Podgornoye,RU,2020-11-29 05:25:47,51.73,39.15,35.6,92,90,11.18
408,Honningsvag,NO,2020-11-29 05:25:47,70.98,25.97,40.33,82,82,27.83
409,Mlimba,TZ,2020-11-29 05:25:47,-8.8,35.82,78.71,70,42,3.94
410,Tautira,PF,2020-11-29 05:24:57,-17.73,-149.15,80.6,83,40,11.41
411,Olafsvik,IS,2020-11-29 05:25:01,64.89,-23.71,36.64,86,100,13.49
412,Nouadhibou,MR,2020-11-29 05:24:53,20.93,-17.03,62.6,88,72,12.75
413,Zaysan,KZ,2020-11-29 05:25:48,47.47,84.87,28.92,91,100,7.58
414,Carnarvon,AU,2020-11-29 05:24:45,-24.87,113.63,80.6,47,0,18.34
415,Bojnurd,IR,2020-11-29 05:25:48,37.47,57.33,39.2,60,0,4.7
416,Ngunguru,NZ,2020-11-29 05:25:48,-35.62,174.5,68.0,85,87,10.0
417,San Angelo,US,2020-11-29 05:22:37,31.46,-100.44,39.0,91,1,3.0
418,Healdsburg,US,2020-11-29 05:25:48,38.61,-122.87,46.0,70,1,2.44
419,Nanortalik,GL,2020-11-29 05:24:52,60.14,-45.24,31.28,96,93,3.62
420,Manali,IN,2020-11-29 05:25:48,13.17,80.27,86.0,79,75,5.82
421,Ocos,GT,2020-11-29 05:25:48,14.51,-92.19,69.01,97,18,4.74
422,Serpa,PT,2020-11-29 05:25:48,37.95,-7.6,44.6,100,20,3.36
423,Pathein,MM,2020-11-29 05:23:18,16.78,94.73,83.86,56,0,10.67
424,Mancora,PE,2020-11-29 05:25:49,-4.11,-81.05,72.32,70,80,10.63
425,Yanam,IN,2020-11-29 05:25:49,16.73,82.22,84.2,48,20,11.41
426,Ayan,RU,2020-11-29 05:25:49,56.45,138.17,7.81,87,97,15.08
427,Sukumo,JP,2020-11-29 05:25:49,32.93,132.73,55.83,59,22,10.58
428,Raudeberg,NO,2020-11-29 05:25:49,61.99,5.14,44.6,75,83,18.34
429,Morena,IN,2020-11-29 05:25:49,26.5,78.0,71.76,34,0,2.44
430,Sinnamary,GF,2020-11-29 05:25:49,5.38,-52.95,77.79,89,26,5.86
431,Soyo,AO,2020-11-29 05:24:51,-6.13,12.37,77.95,85,100,5.55
432,Carira,BR,2020-11-29 05:25:49,-10.36,-37.7,67.82,96,100,5.23
433,Cartama,ES,2020-11-29 05:25:49,36.71,-4.63,57.99,100,20,1.12
434,Qaqortoq,GL,2020-11-29 05:25:49,60.72,-46.03,28.4,74,59,2.24
435,Machali,CL,2020-11-29 05:25:49,-34.18,-70.67,55.27,48,0,2.13
436,Mingaora,PK,2020-11-29 05:25:49,34.78,72.36,63.99,27,54,3.91
437,Hovd,MN,2020-11-29 05:24:48,48.01,91.64,16.79,89,100,1.61
438,Yuli,NG,2020-11-29 05:25:50,9.7,10.27,68.45,26,27,5.82
439,Rio Verde De Mato Grosso,BR,2020-11-29 05:24:49,-18.92,-54.84,77.92,48,0,3.51
440,Victoria Point,AU,2020-11-29 05:25:50,-27.58,153.3,84.99,58,0,4.0
441,Alta Floresta,BR,2020-11-29 05:25:50,-9.88,-56.09,69.94,97,31,1.97
442,Bogande,BF,2020-11-29 05:25:50,12.97,-0.14,75.74,24,0,8.61
443,Bealanana,MG,2020-11-29 05:25:50,-14.55,48.73,74.03,55,63,3.62
444,Makakilo City,US,2020-11-29 05:24:39,21.35,-158.09,75.2,64,20,11.3
445,Tevriz,RU,2020-11-29 05:25:50,57.51,72.4,4.26,92,19,4.21
446,Lagunas,PE,2020-11-29 05:25:50,-5.23,-75.68,71.38,98,40,1.97
447,Cochrane,CA,2020-11-29 05:25:51,51.18,-114.47,21.0,85,1,5.82
448,Boende,CD,2020-11-29 05:25:51,-0.22,20.87,71.11,95,100,1.68
449,Bambari,CF,2020-11-29 05:25:51,5.77,20.68,70.52,48,56,1.9
450,Sakakah,SA,2020-11-29 05:25:51,29.97,40.21,51.8,87,12,3.27
451,Paamiut,GL,2020-11-29 05:23:40,61.99,-49.67,32.13,88,94,4.72
452,Luganville,VU,2020-11-29 05:25:52,-15.53,167.17,78.8,88,90,9.17
453,Steinbach,DE,2020-11-29 05:25:52,50.17,8.57,34.0,74,75,11.41
454,Teeli,RU,2020-11-29 05:25:52,51.03,90.23,3.78,87,86,1.68
455,Ayagoz,KZ,2020-11-29 05:25:52,47.97,80.44,21.74,97,100,22.88
456,Garowe,SO,2020-11-29 05:25:52,8.41,48.48,72.82,67,0,11.25
457,Biberach,DE,2020-11-29 05:25:52,48.09,9.79,30.99,100,97,10.29
458,Ballina,AU,2020-11-29 05:25:52,-28.87,153.57,98.01,54,58,20.8
459,Fukuma,JP,2020-11-29 05:25:52,33.77,130.47,53.6,54,75,11.41
460,Maridi,SS,2020-11-29 05:25:52,4.92,29.47,70.93,71,19,3.85
461,Mehamn,NO,2020-11-29 05:24:37,71.04,27.85,36.55,82,69,22.59
462,Beringovskiy,RU,2020-11-29 05:24:49,63.05,179.32,7.38,92,3,11.25
463,Bajil,YE,2020-11-29 05:25:52,15.06,43.29,77.95,71,31,1.99
464,Narasannapeta,IN,2020-11-29 05:25:53,18.42,84.05,81.28,48,0,8.57
465,Shahrud,IR,2020-11-29 05:25:53,36.42,54.98,43.16,62,99,5.21
466,Kuching,MY,2020-11-29 05:25:53,1.55,110.33,77.0,88,40,10.29
467,Vila Franca Do Campo,PT,2020-11-29 05:25:53,37.72,-25.43,55.4,66,40,21.92
468,Piraju,BR,2020-11-29 05:25:53,-23.19,-49.38,68.67,91,64,5.88
469,Moron,AR,2020-11-29 05:25:53,-34.65,-58.62,66.2,93,40,4.7
470,Turukhansk,RU,2020-11-29 05:24:37,65.82,87.98,-5.4,92,100,8.7
471,Acandi,CO,2020-11-29 05:25:53,8.51,-77.28,74.75,87,72,3.74
472,Santa Maria,BR,2020-11-29 05:25:53,-29.68,-53.81,67.6,96,100,3.62
473,Pytalovo,RU,2020-11-29 05:25:53,57.07,27.91,30.67,98,85,6.69
474,Kamalapuram,IN,2020-11-29 05:25:53,14.58,78.65,77.0,88,75,6.93
475,Longyearbyen,SJ,2020-11-29 05:24:35,78.22,15.64,24.8,73,75,12.75
476,Kisangani,CD,2020-11-29 05:25:09,0.52,25.2,69.93,96,91,2.01
477,Puyang,CN,2020-11-29 05:25:54,29.46,119.89,51.17,72,94,4.92
478,Sabya,SA,2020-11-29 05:25:54,17.15,42.63,80.6,74,40,11.41
479,Nikko,JP,2020-11-29 05:25:54,36.75,139.62,53.01,35,69,8.99
480,Santarem,BR,2020-11-29 05:24:47,-2.44,-54.71,80.6,88,0,8.05
481,Cruzeiro Do Sul,BR,2020-11-29 05:25:54,-29.51,-51.99,69.01,94,97,3.0
482,Ndele,CF,2020-11-29 05:25:54,8.41,20.65,71.17,32,87,5.53
483,Laguna,US,2020-11-29 05:24:29,38.42,-121.42,44.6,80,1,1.48
484,Lodja,CD,2020-11-29 05:25:54,-3.48,23.43,69.22,98,100,2.24
485,Arraial Do Cabo,BR,2020-11-29 05:24:34,-22.97,-42.03,74.34,87,93,19.42
486,Prieska,ZA,2020-11-29 05:25:54,-29.66,22.75,67.12,48,0,10.65
487,Fengrun,CN,2020-11-29 05:25:55,39.83,118.12,36.28,58,0,5.21
488,Ambilobe,MG,2020-11-29 05:25:55,-13.2,49.05,82.8,56,0,4.56
489,Xining,CN,2020-11-29 05:23:26,36.62,101.77,31.77,75,0,4.25
490,Hattiesburg,US,2020-11-29 05:25:55,31.33,-89.29,55.4,93,90,5.82
491,Gorom-Gorom,BF,2020-11-29 05:25:55,14.44,-0.24,73.47,20,0,8.95
492,Palembang,ID,2020-11-29 05:25:55,-2.92,104.75,84.2,74,40,9.17
493,Wadena,US,2020-11-29 05:25:55,46.44,-95.14,41.0,60,1,10.29
494,Trojan,PL,2020-11-29 05:25:55,53.79,20.24,33.8,97,75,4.7
495,Xiongzhou,CN,2020-11-29 05:25:55,25.12,114.3,60.19,51,69,7.14
496,Corsicana,US,2020-11-29 05:25:55,32.1,-96.47,53.6,93,90,6.93
497,Dumbraveni,RO,2020-11-29 05:25:55,46.23,24.57,32.0,98,98,1.21
498,Nyimba,ZM,2020-11-29 05:25:56,-14.56,30.81,77.74,61,100,5.35
499,Imphal,IN,2020-11-29 05:25:56,24.82,93.95,64.4,63,40,2.24
500,Kidal,ML,2020-11-29 05:25:56,18.44,1.41,64.67,28,0,9.95
501,Vila,PT,2020-11-29 05:25:56,42.03,-8.16,48.0,94,80,3.33
502,Dunedin,NZ,2020-11-29 05:24:26,-45.87,170.5,55.99,68,39,8.99
503,Touros,BR,2020-11-29 05:24:41,-5.2,-35.46,73.4,88,40,3.36
504,Alugan,PH,2020-11-29 05:25:56,12.22,125.48,82.49,82,100,12.64
505,Naifaru,MV,2020-11-29 05:25:56,5.44,73.37,82.98,62,46,7.96
506,Bekobod,UZ,2020-11-29 05:25:57,40.22,69.27,37.4,74,0,6.71
507,Yangcun,CN,2020-11-29 05:25:57,39.36,117.06,39.2,35,0,8.95
508,Moyo,UG,2020-11-29 05:25:57,3.66,31.72,69.28,89,72,1.54
509,Kamachumu,TZ,2020-11-29 05:25:57,-1.62,31.62,66.2,88,90,10.89
510,Nuevo Laredo,MX,2020-11-29 05:25:57,27.48,-99.52,57.2,100,90,8.05
511,Menongue,AO,2020-11-29 05:25:57,-14.66,17.69,63.46,92,57,1.45
512,Araouane,ML,2020-11-29 05:25:57,18.9,-3.53,64.8,28,90,8.16
513,Yablonovo,RU,2020-11-29 05:25:57,50.85,37.36,33.8,97,75,15.66
514,Along,IN,2020-11-29 05:25:57,28.17,94.77,74.3,24,0,0.45
515,Tungor,RU,2020-11-29 05:25:57,53.38,142.96,23.02,97,99,15.99
516,Hofn,IS,2020-11-29 05:22:36,64.25,-15.21,41.65,91,100,22.35
517,Keti Bandar,PK,2020-11-29 05:25:57,24.14,67.45,77.05,19,0,12.82
518,Waingapu,ID,2020-11-29 05:24:57,-9.66,120.26,89.11,61,47,9.08
519,Sampit,ID,2020-11-29 05:24:27,-2.53,112.95,84.58,80,86,4.29
520,Montbrison,FR,2020-11-29 05:25:58,45.67,4.08,30.0,100,0,3.36
521,Carbonia,IT,2020-11-29 05:23:19,39.17,8.52,52.0,81,40,5.82
522,Calatayud,ES,2020-11-29 05:25:58,41.35,-1.64,50.0,93,25,4.7
523,Ginda,IN,2020-11-29 05:25:58,30.69,78.49,63.09,27,89,5.23
524,Sur,OM,2020-11-29 05:25:58,22.57,59.53,75.88,51,0,9.17
525,Campoverde,PE,2020-11-29 05:25:58,-8.48,-74.81,72.93,96,90,1.79
526,Urusha,RU,2020-11-29 05:25:58,54.05,122.9,11.1,83,99,7.07
527,Grindavik,IS,2020-11-29 05:25:58,63.84,-22.43,35.6,93,90,14.99
528,Sinegorye,RU,2020-11-29 05:25:58,62.08,150.48,-11.72,85,96,1.36
529,Taltal,CL,2020-11-29 05:25:58,-25.4,-70.48,60.66,72,8,0.74
530,Seoul,KR,2020-11-29 05:21:15,37.57,126.98,37.4,51,90,10.87
531,Tete,MZ,2020-11-29 05:25:59,-16.16,33.59,80.6,69,75,9.17
532,Wanning,CN,2020-11-29 05:25:59,18.8,110.4,70.81,82,100,16.2
533,Terenos,BR,2020-11-29 05:24:48,-20.44,-54.86,78.8,65,0,5.82
534,Lompoc,US,2020-11-29 05:19:53,34.64,-120.46,44.6,80,1,4.7
535,Bakel,SN,2020-11-29 05:25:59,14.9,-12.46,69.53,25,87,6.71
536,Parkersburg,US,2020-11-29 05:23:39,39.27,-81.56,30.2,86,1,2.44
537,Koungou,YT,2020-11-29 05:25:59,-12.73,45.2,82.4,74,0,10.29
538,Biysk,RU,2020-11-29 05:25:59,52.54,85.21,19.49,94,100,3.89
539,Maceio,BR,2020-11-29 05:25:59,-9.67,-35.74,75.2,83,20,4.7
540,Peremyshlyany,UA,2020-11-29 05:25:59,49.67,24.56,28.4,92,75,2.24
541,Bonavista,CA,2020-11-29 05:25:59,48.65,-53.11,42.01,100,100,2.24
542,Cornelio Procopio,BR,2020-11-29 05:26:00,-23.18,-50.65,75.2,78,0,2.24
543,Shenjiamen,CN,2020-11-29 05:26:00,29.96,122.3,55.15,68,99,12.71
544,Yantal,RU,2020-11-29 05:26:00,56.85,105.25,5.58,90,100,3.06
545,Vestmannaeyjar,IS,2020-11-29 05:26:00,63.44,-20.27,42.26,78,96,31.7
546,Solnechnyy,RU,2020-11-29 05:24:35,50.72,136.63,11.43,91,100,2.89
547,Erdenet,MN,2020-11-29 05:26:00,49.03,104.08,9.27,90,0,3.6
548,Sosnovo-Ozerskoye,RU,2020-11-29 05:26:00,52.52,111.54,8.82,92,31,9.06
549,Portland,US,2020-11-29 05:21:40,45.52,-122.68,44.01,94,17,1.16
550,Muyinga,BI,2020-11-29 05:26:00,-2.83,30.33,62.51,92,88,1.14
551,West Bay,KY,2020-11-29 05:26:00,19.37,-81.42,80.01,80,7,10.0
552,Morondava,MG,2020-11-29 05:26:00,-20.28,44.28,83.79,75,6,9.57
553,Bacolod,PH,2020-11-29 05:26:00,10.67,122.95,85.8,68,86,15.97
554,Santa Rosa,PH,2020-11-29 05:24:27,14.31,121.11,81.0,83,75,9.17
555,Kamina,CD,2020-11-29 05:26:01,-8.74,24.99,65.21,97,100,4.07
556,Bemidji,US,2020-11-29 05:26:01,47.47,-94.88,39.2,60,1,19.46
557,Taoudenni,ML,2020-11-29 05:26:01,22.68,-3.98,59.47,35,100,4.56
558,Bathsheba,BB,2020-11-29 05:24:41,13.22,-59.52,80.6,83,40,13.87
559,Marechal Candido Rondon,BR,2020-11-29 05:26:01,-24.56,-54.06,75.49,62,33,5.73
560,Teknaf,BD,2020-11-29 05:26:01,20.86,92.31,81.81,49,0,0.89
561,Samarai,PG,2020-11-29 05:24:40,-10.62,150.67,82.74,76,13,10.09
562,Sarakhs,IR,2020-11-29 05:26:01,36.54,61.16,41.0,75,75,5.14
563,Cortazar,MX,2020-11-29 05:26:01,20.48,-100.93,62.01,44,21,2.64
564,Kavaratti,IN,2020-11-29 05:26:01,10.57,72.64,84.2,74,20,4.7
565,Coihueco,CL,2020-11-29 05:21:19,-36.62,-71.83,55.4,93,6,6.93
566,Gambela,ET,2020-11-29 05:26:02,8.25,34.58,80.08,59,9,1.1
567,Bima,ID,2020-11-29 05:26:02,-8.47,118.72,91.8,57,95,3.67
568,Nortelandia,BR,2020-11-29 05:26:02,-14.45,-56.8,75.27,69,0,3.13
569,Jaciara,BR,2020-11-29 05:26:02,-15.97,-54.97,73.2,67,0,1.61
570,Batagay-Alyta,RU,2020-11-29 05:26:02,67.8,130.41,-5.93,82,0,1.95
571,Nanga Eboko,CM,2020-11-29 05:26:02,4.68,12.37,68.13,96,68,1.25
572,Yudong,CN,2020-11-29 05:26:02,29.39,106.52,55.99,71,40,6.71
